n,parents_age,child_age,coef,se,df
30056,27,33,0.162114157032203,0.00569237699443284,30050
30059,26,33,0.153675559607151,0.00569989419909915,30053
30064,25,40,0.106522802916089,0.00573506511626352,30058
30141,30,33,0.189427404228445,0.00565626979290697,30135
30146,27,40,0.158436256736944,0.00568728383234116,30140
30148,31,33,0.215590714283817,0.00562442752189632,30142
30149,26,40,0.145492455339882,0.00569845935998064,30143
30155,28,33,0.183451145726133,0.00566143844643801,30149
30155,32,33,0.210627725293834,0.00563001705662649,30149
30166,49,33,0.269811587704759,0.00554459129427537,30160
30169,33,33,0.243965088643722,0.00558387862165998,30163
30170,29,33,0.200139945913281,0.00564127083520132,30164
30173,34,33,0.239210446542925,0.00559031622990469,30167
30178,60,33,0.252547720883763,0.00557040967027166,30172
30180,58,33,0.262985771594843,0.00555414117033774,30174
30181,51,33,0.26722653495195,0.00554733591974014,30175
30182,59,33,0.260852725671564,0.00555729485802304,30176
30184,36,33,0.254776100820101,0.0055664126917014,30178
30185,35,33,0.249419994834491,0.00557435570904978,30179
30187,38,33,0.263542183973057,0.00555262942986329,30181
30187,56,33,0.268852330276186,0.0055441632042183,30181
30187,57,33,0.268162374953107,0.00554526383050443,30181
30188,48,33,0.267788123072966,0.00554578257569253,30182
30188,53,33,0.266395707533534,0.00554803392550348,30182
30189,37,33,0.263898822516439,0.00555184958021093,30183
30189,39,33,0.26477984354326,0.00555044514093119,30183
30189,41,33,0.267283902685487,0.0055464673341327,30183
30189,43,33,0.265334533767188,0.00554956699227187,30183
30189,45,33,0.266267043154941,0.00554807565309233,30183
30190,44,33,0.26312747538445,0.00555297660740668,30184
30190,47,33,0.264138741762962,0.00555139051356437,30184
30190,50,33,0.266720176636636,0.00554729868558352,30184
30192,40,33,0.265114952910689,0.00554965407200206,30186
30192,42,33,0.266808914201124,0.00554695431084854,30186
30192,46,33,0.26903283572731,0.00554339111441998,30186
30192,52,33,0.268152213957002,0.00554482132135616,30186
30192,54,33,0.263675021065458,0.00555192810812078,30186
30192,55,33,0.266479370563281,0.00554747551456724,30186
30435,30,40,0.186634463148153,0.00563190223725968,30429
30448,28,40,0.18024365860966,0.00563750256983816,30442
30481,31,40,0.218247881709841,0.00559021851009497,30475
30517,32,40,0.212556130657995,0.00559411739195557,30511
30535,33,40,0.250046173078163,0.00554148248817681,30529
30544,29,40,0.197549008769112,0.0056096197702211,30538
30563,34,40,0.247926278763209,0.00554199898645405,30557
30593,59,40,0.277491835429277,0.00549329923416236,30587
30604,60,40,0.266974379855335,0.00550929812116206,30598
30624,35,40,0.260005092263731,0.00551836294877658,30618
30624,36,40,0.263659867758497,0.00551269406001459,30618
30626,53,40,0.284709043030075,0.00547824019284795,30620
30632,38,40,0.277298240726666,0.00549005670479772,30626
30632,49,40,0.286223594224051,0.00547509721705122,30626
30645,58,40,0.277982408812944,0.00548780558672513,30639
30650,56,40,0.28220085301635,0.00548032631932943,30644
30650,57,40,0.281119710686185,0.0054821497477492,30644
30651,37,40,0.273382283423518,0.00549481636708504,30645
30651,39,40,0.281495104763578,0.00548143867241485,30645
30651,41,40,0.284731764405054,0.00547597454625937,30645
30651,43,40,0.282245008824823,0.0054801764470032,30645
30651,45,40,0.284516180119161,0.00547634812023864,30645
30653,40,40,0.284020866045926,0.00547699993086181,30647
30653,42,40,0.283325657051494,0.00547817074827715,30647
30653,46,40,0.286847595805353,0.00547219822075473,30647
30653,52,40,0.285318485491439,0.00547479880374019,30647
30653,54,40,0.28167064511591,0.00548095437162431,30647
30653,55,40,0.283767989989975,0.00547742760886959,30647
30655,51,40,0.280783042187928,0.00548223291475663,30649
30660,48,40,0.283675913809228,0.0054769172203,30654
30661,44,40,0.277758898805041,0.0054867299562852,30655
30661,47,40,0.281148005761751,0.00548109474154315,30655
30661,50,40,0.28248410442523,0.00547885564794626,30655
35894,25,34,0.105272742543188,0.0052493900199814,35887
35913,27,34,0.161045770622447,0.00520840641450283,35906
35917,26,34,0.15101743620934,0.00521650594254079,35910
35969,25,39,0.106042455997149,0.00524343852857198,35962
36036,30,34,0.189276243848163,0.0051730573005053,36029
36050,31,34,0.217009849124459,0.0051417409219071,36043
36052,28,34,0.183578877921492,0.00517759045669993,36045
36053,27,39,0.158724331268297,0.00520030837534748,36046
36057,26,39,0.145112672507678,0.00521103927186695,36050
36059,32,34,0.211282182587883,0.00514771212741674,36052
36077,33,34,0.246140494634872,0.00510329134615798,36070
36078,29,34,0.200701573936025,0.00515807986880009,36071
36078,49,34,0.276574884737555,0.00505981895649358,36071
36080,34,34,0.242102381661019,0.00510842460661085,36073
36090,60,34,0.258231525646033,0.00508577478961887,36083
36092,59,34,0.26721620378368,0.00507277252429608,36085
36094,58,34,0.268808982742434,0.00507030289583285,36087
36095,36,34,0.258081792611792,0.00508561353590692,36088
36096,35,34,0.254303179463434,0.00509081979717555,36089
36096,51,34,0.273067659275518,0.00506384545527587,36089
36100,53,34,0.272867061863674,0.00506384881725084,36093
36101,56,34,0.274085913776572,0.00506197189075102,36094
36101,57,34,0.272889967773067,0.00506376065751297,36094
36102,38,34,0.269471399554705,0.00506876680533154,36095
36103,37,34,0.268486363342131,0.00507013073407287,36096
36103,39,34,0.271519443602389,0.00506565395277666,36096
36103,41,34,0.273980771413425,0.0050619811529308,36096
36103,43,34,0.271723678895877,0.00506535055426634,36096
36103,45,34,0.272604576564731,0.00506403912768418,36096
36103,48,34,0.274362480013735,0.00506141090928751,36096
36105,44,34,0.269880568929171,0.00506793488413232,36098
36105,47,34,0.271091945327742,0.00506613951187491,36098
36105,50,34,0.273269398060345,0.00506290518002919,36098
36107,40,34,0.272911973923843,0.00506330952423543,36100
36107,42,34,0.273478014141804,0.0050624639819748,36100
36107,46,34,0.276173961603425,0.00505840820636442,36100
36107,52,34,0.27457940687055,0.00506081224847006,36100
36107,54,34,0.270537055913284,0.00506683933408187,36100
36107,55,34,0.273106119183235,0.0050630200837931,36100
36369,30,39,0.18913432639892,0.00514945457844464,36362
36383,28,39,0.181599577813207,0.00515591945713583,36376
36416,31,39,0.218343545604948,0.00511428844998819,36409
36454,32,39,0.213758815714149,0.0051169193017217,36447
36474,33,39,0.251327951905586,0.00506850146353127,36467
36482,29,39,0.199126558565281,0.0051311520548211,36475
36503,34,39,0.249586054179618,0.00506882382162625,36496
36535,59,39,0.280081679367827,0.00502277198753817,36528
36544,60,39,0.270088498636672,0.00503712551476082,36537
36567,35,39,0.260975908640221,0.00504867138527565,36560
36567,36,39,0.266252766006997,0.00504113545902147,36560
36570,53,39,0.284579778645384,0.00501346747100499,36563
36574,49,39,0.28682895909181,0.00500969039043692,36567
36575,38,39,0.278154397234413,0.00502297571752884,36568
36588,58,39,0.280382064141322,0.00501869062653598,36581
36594,56,39,0.284441455483718,0.00501202012853917,36587
36594,57,39,0.283495814806745,0.00501348430520446,36587
36596,37,39,0.274943999570289,0.00502634611271098,36589
36596,39,39,0.282503563775084,0.00501487986238851,36589
36596,41,39,0.285142951841184,0.00501079341985892,36589
36596,43,39,0.28258636277382,0.00501474807244811,36589
36596,45,39,0.284861981689881,0.00501122212331629,36589
36598,51,39,0.281796115625724,0.00501583997164449,36591
36599,40,39,0.284102898873921,0.00501219104339017,36592
36599,42,39,0.283526126712335,0.00501307921013426,36592
36599,46,39,0.287503668605384,0.00500688879032171,36592
36599,52,39,0.28543847090598,0.00501012351951425,36592
36599,54,39,0.282225237225147,0.00501508916213634,36592
36599,55,39,0.284078443528824,0.00501223464754553,36592
36604,48,39,0.283769636061703,0.00501236737231438,36597
36606,44,39,0.278659828040435,0.00502005810451737,36599
36606,47,39,0.282350568557574,0.00501442587977047,36599
36606,50,39,0.282510143556801,0.00501417529745294,36599
41599,25,37,0.105355711699157,0.00487612601176745,41591
41660,27,37,0.161733151695197,0.00483533260776957,41652
41666,26,37,0.147813434979898,0.00484565472676214,41658
41767,25,38,0.103881161377647,0.0048670217854001,41759
41826,25,36,0.103830902149735,0.00486365767286619,41818
41829,25,35,0.10627570727545,0.00486220593535044,41821
41848,27,38,0.156928344438967,0.0048281402609983,41840
41853,26,38,0.144004280658122,0.00483748612123597,41845
41856,27,35,0.163110122296541,0.00482282184186124,41848
41860,26,35,0.153871632168429,0.00482986086161426,41852
41867,27,36,0.161975287920644,0.00482313113247503,41859
41871,26,36,0.15012697026206,0.00483204784759045,41863
41934,30,37,0.192524713664013,0.00479240299303209,41926
41947,28,37,0.184576308557776,0.00479916437926703,41939
41980,31,37,0.221822468639979,0.00475950283850062,41972
41999,32,37,0.216898979033447,0.00476384079455307,41991
42014,33,37,0.254096090025542,0.00471902563215633,42006
42015,30,35,0.194195571597216,0.0047861701458075,42007
42021,29,37,0.202160046897615,0.0047780366280263,42013
42032,31,35,0.222588292150287,0.00475568488398003,42024
42033,34,37,0.251169888549929,0.00472169366310471,42025
42034,28,35,0.187058582371952,0.00479184956633853,42026
42046,32,35,0.21803186908051,0.00475989244273716,42038
42058,60,37,0.271485680206974,0.00469346199871172,42050
42059,59,37,0.281547344564844,0.0046792719976674,42051
42066,33,35,0.253777506417617,0.00471644867945592,42058
42068,29,35,0.204885469977907,0.00477250499105635,42060
42070,34,35,0.249381482663432,0.00472177351312909,42062
42072,35,37,0.264514203556685,0.00470217314638284,42064
42072,36,37,0.268113513901428,0.00469731734623749,42064
42073,49,35,0.286894013126576,0.00467071656131152,42065
42074,49,37,0.288790363171555,0.00466788579451625,42066
42077,53,37,0.28579405558297,0.00467217723185487,42069
42082,38,37,0.280933854443934,0.0046788651874696,42074
42085,60,35,0.268396959816092,0.00469612400155726,42077
42087,58,37,0.283214361090147,0.00467528755801169,42079
42087,59,35,0.276830977079092,0.00468437264839669,42079
42090,36,35,0.266465712220772,0.00469844952680707,42082
42091,35,35,0.262320287945179,0.00470391177627152,42083
42092,30,36,0.192093424929239,0.00478383471457433,42084
42092,51,37,0.284654165358374,0.0046729471308158,42084
42092,58,35,0.279522728272953,0.00468027042799542,42084
42093,56,37,0.287218597436395,0.00466916019894012,42085
42093,57,37,0.286324368437709,0.00467046895622261,42085
42094,37,37,0.277806393163109,0.00468260503444725,42086
42094,39,37,0.283386568404653,0.00467465844829632,42086
42094,41,37,0.286425370049783,0.00467025035799252,42086
42094,43,37,0.283319896679393,0.00467474577350674,42086
42094,45,37,0.285498515369031,0.00467159733303592,42086
42094,51,35,0.283002337548513,0.00467520265407638,42086
42095,53,35,0.283142768844771,0.00467491985783006,42087
42098,48,37,0.286460367710498,0.00466999716027137,42090
42099,40,37,0.284777711967901,0.00467237939872995,42091
42099,42,37,0.285190222744079,0.00467177956727486,42091
42099,44,37,0.280098585075951,0.00467908618914617,42091
42099,46,37,0.288513989700309,0.00466692554064095,42091
42099,47,37,0.283286240818942,0.00467452859750716,42091
42099,50,37,0.285358789208157,0.00467153167846063,42091
42099,52,37,0.28665000900115,0.00466965665737524,42091
42099,54,37,0.28410573784185,0.00467334742176338,42091
42099,55,37,0.285842225890042,0.00467083828929845,42091
42100,56,35,0.284589840704642,0.00467257278431272,42092
42100,57,35,0.283171020568569,0.00467461964648679,42092
42101,38,35,0.278100383960976,0.00468179626112116,42093
42102,37,35,0.277427646913434,0.00468267962657473,42094
42102,39,35,0.281602907002252,0.0046767528413361,42094
42102,41,35,0.284710993266194,0.00467227948351745,42094
42102,43,35,0.281385490245543,0.00467706096258147,42094
42102,45,35,0.283827410554241,0.00467355438732554,42094
42102,48,35,0.284776441196005,0.00467220632995519,42094
42104,44,35,0.279997957745993,0.00467894877477959,42096
42104,47,35,0.282121032217811,0.00467591233148243,42096
42104,50,35,0.283543216450458,0.00467386866163539,42096
42106,40,35,0.282603620710785,0.00467509287940136,42098
42106,42,35,0.28308321677669,0.00467440808055691,42098
42106,46,35,0.286302726575394,0.00466974450274828,42098
42106,52,35,0.284928309939346,0.00467173542069182,42098
42106,54,35,0.280974706038955,0.00467742640804642,42098
42106,55,35,0.283898182274384,0.00467323039566807,42098
42108,28,36,0.18561378899698,0.00478899381051554,42100
42118,31,36,0.221724572455916,0.00475180255461148,42110
42136,32,36,0.216227848749138,0.00475681243773215,42128
42156,33,36,0.253543112982762,0.00471173916944997,42148
42158,29,36,0.20335486546141,0.00476901359762756,42150
42166,34,36,0.249987498445275,0.00471566425987246,42158
42182,60,36,0.269328346287973,0.00468948106636285,42174
42184,49,36,0.287409130504578,0.004663836867792,42176
42188,59,36,0.278598837082676,0.00467626578267473,42180
42189,30,38,0.188582208986719,0.00478156973149222,42181
42193,35,36,0.262369781097824,0.00469820765951188,42185
42193,36,36,0.26704087075355,0.00469194718977279,42185
42197,53,36,0.283886653695263,0.00466822274805693,42189
42200,58,36,0.280449809007464,0.00467296445574781,42192
42202,38,36,0.279126366832745,0.00467476321406289,42194
42203,28,38,0.180698446011916,0.00478801412135771,42195
42204,51,36,0.283494023067383,0.00466840115295772,42196
42208,56,36,0.28546889205734,0.00466532180105513,42200
42208,57,36,0.284863805081267,0.00466620104398612,42200
42210,37,36,0.277131227317791,0.00467711741679722,42202
42210,39,36,0.282098270269269,0.00467007866323232,42202
42210,41,36,0.2847605521442,0.00466624169146186,42202
42210,43,36,0.281801524513062,0.00467049667264946,42202
42210,45,36,0.284121084093602,0.00466716352434817,42202
42212,48,36,0.284514857833836,0.00466651886085312,42204
42214,40,36,0.283154588654168,0.00466831137975226,42206
42214,42,36,0.283331947028997,0.00466805569151577,42206
42214,44,36,0.279298913876931,0.00467385755780317,42206
42214,46,36,0.286627114578284,0.00466329172497362,42206
42214,47,36,0.282258375111685,0.00466964530109478,42206
42214,50,36,0.284476409854472,0.00466645012030047,42206
42214,52,36,0.285574671495964,0.00466482017541436,42206
42214,54,36,0.282411470356601,0.00466937779725992,42206
42214,55,36,0.284512876670574,0.00466635918808053,42206
42229,31,38,0.216924061245283,0.0047507685847064,42221
42272,32,38,0.212257952473592,0.00475332919462757,42264
42290,33,38,0.249228928701123,0.00470966425396315,42282
42299,29,38,0.198674441590937,0.00476566961097627,42291
42319,34,38,0.246365395189986,0.00471163921592426,42311
42352,59,38,0.27738191061196,0.00466888207620773,42344
42358,60,38,0.265568770923073,0.00468475018290459,42350
42381,35,38,0.258646626091978,0.00469260845161754,42373
42381,36,38,0.26324687288315,0.00468657144151594,42373
42385,53,38,0.281967459500621,0.00466058156680809,42377
42389,49,38,0.284641646757539,0.00465650948757915,42381
42392,38,38,0.276658831200575,0.0046677112859146,42384
42403,58,38,0.277947487723222,0.00466529757371268,42395
42409,56,38,0.28196005365954,0.00465927370565111,42401
42409,57,38,0.280640063779704,0.00466115470341338,42401
42412,37,38,0.273513386729413,0.00467096812915012,42404
42412,39,38,0.279408872945985,0.00466274616347087,42404
42412,41,38,0.282310666732829,0.00465861632972697,42404
42412,43,38,0.279456552824326,0.00466267505801913,42404
42412,45,38,0.282283219220373,0.00465865340555235,42404
42413,51,38,0.279249898630027,0.00466291333755607,42405
42416,40,38,0.281117522965244,0.00466011336417159,42408
42416,42,38,0.281100470582763,0.0046601360438027,42408
42416,46,38,0.284514980721279,0.00465525127045359,42408
42416,52,38,0.282685486405323,0.00465787120780182,42408
42416,54,38,0.280271792192901,0.004661314426629,42408
42416,55,38,0.281651606284987,0.00465935286189024,42408
42419,48,38,0.281259129278909,0.00465973517919064,42411
42422,44,38,0.275898485347461,0.00466713416162168,42414
42422,47,38,0.279160351897491,0.00466255819277965,42414
42422,50,38,0.279992318283136,0.00466138730609254,42414
